通道编号,平均高度(km),水云(LW)_综合得分,过冷水云(SLW)_综合得分,混合云(MP)_综合得分,冰云(Ice)_综合得分
150,7.20793,0.4184386663691078,0.30074648287450595,0.44550051709422656,0.3416353491596377
151,7.20793,0.46037745338142316,0.33865479233972007,0.5932325698216657,0.3470811294833291
152,7.20793,0.38389916145657876,0.2552631350482768,0.4788342637909708,0.29103636087817125
153,7.20793,0.3635822396644261,0.256523125636645,0.14887640019418066,0.25494006808315267
154,7.20793,0.2905378314714222,0.22920092921670587,0.1327193704538037,0.2593851419111159
155,7.20793,0.26744320545956574,0.20725278480510165,0.1257244633778651,0.23831665215419615
156,7.20793,0.26224119407056073,0.22741456418274283,0.13865974437987008,0.2751668904125517
157,7.20793,0.2772805634925932,0.23507577489998358,0.14481063599563362,0.2976461985657839
158,7.20793,0.35234139315740814,0.26090191876192,0.15323386764428729,0.30398151848113086
159,7.20793,0.4497381865992458,0.29733096262923625,0.2648655350957914,0.34977986252657245
160,7.20793,0.4728319210540021,0.32471620801812845,0.3254777701843978,0.36990779208865904
161,7.20793,0.3885383472097672,0.2864884153143264,0.30451649855567614,0.3649947702653849
162,7.20793,0.3498458843586522,0.25966724180341005,0.24781824573015312,0.3444381593147039
163,7.20793,0.31524016401870486,0.24548210270968204,0.2054119582654661,0.33623457500672355
164,7.20793,0.30063760086342967,0.23624671404997225,0.19639113432667257,0.32900639874239473
165,7.20793,0.37947785942207496,0.26974306666651154,0.22798308961273497,0.33227516958836856
166,7.20793,0.4074563183004745,0.27348255379072234,0.23417817575740843,0.32945376603289783
167,7.20793,0.35722783730028707,0.2516875995780738,0.19701374530085133,0.3211146873740105
168,7.20793,0.34161847113038085,0.21348293107058733,0.13661287066163805,0.24682817039775629
169,7.20793,0.4361290373561631,0.2729784455563351,0.30118837376353064,0.3241816406726746
170,7.20793,0.4517095530910307,0.30274958634909327,0.39434496922780454,0.34458817019152094
171,7.20793,0.4595263415559238,0.3126928918918071,0.4154213195702541,0.3546885497464101
172,7.20793,0.473926890956014,0.33226021169180026,0.4845119258253929,0.3698462712441956
173,7.20793,0.516150336282272,0.3643261108939082,0.5681809944795694,0.3706811639082303
174,7.20793,0.5319488262632609,0.40501370697275313,0.7600500811248952,0.38037068649634564
